#;Operadora;Usuario;Simcard;Mensalidade;Data Ativacao;IP;ICCID;Saldo;Consumo;Upload;Download;Ultima Conexao;Atacado;Contrato;IMEI Remoto;Operadora;Substatus;Status
122;Algar;'12112917000167;'5516996955983;7.03;2020-01-29 23:00:00;'10.249.97.199;'89553202000006956013;19.12026;0.88;0;0;2021-09-30 15:12:07;---;0000-00-00 00:00:00;'358899056923967;OI;Ativo;Ativo
123;Algar;'12112917000167;'5516996852247;7.03;2020-05-21;'10.249.171.130;'89553202000006839615;9.09648;10.9;0;0;2021-09-30 12:15:16;---;2020-05-21;'355929100161349;CLARO;Ativo;Ativo
124;Algar;'12112917000167;'5516996611890;7.03;2020-01-19 23:00:00;'10.249.98.1;'89553202000006946683;16.54921;3.45;0;0;2021-09-30 13:27:03;---;0000-00-00 00:00:00;'355929100441378;OI;Ativo;Ativo
125;Algar;'12112917000167;'5516996955938;7.03;2020-01-29 23:00:00;'10.249.98.30;'89553202000006956138;19.42414;0.58;0;0;2021-09-30 14:55:02;---;0000-00-00 00:00:00;'356430074163907;OI;Ativo;Ativo
126;Algar;'12112917000167;'5516996611902;7.03;2020-01-19 23:00:00;'10.249.98.42;'89553202000006946675;20;0;172810;94924;2021-06-28 17:09:58;---;0000-00-00 00:00:00;'355929100478032;OI;Ativo;Ativo
127;Algar;'12112917000167;'5516996855631;7.03;2020-05-21;'10.249.171.52;'89553202000006839607;12.53421;7.47;0;62;2021-09-30 07:23:52;---;2020-05-21;'355929100219568;OI;Ativo;Ativo
128;Algar;'12112917000167;'5516996611907;7.03;2020-01-19 23:00:00;'10.249.98.96;'89553202000006946956;-6.47222;26.47;0;0;2021-09-30 15:40:26;---;0000-00-00 00:00:00;'355929100414326;TIM;Ativo;Ativo
129;Algar;'12112917000167;'5516996617114;7.03;2020-01-19 23:00:00;'10.249.98.104;'89553202000006956120;18.88726;1.11;0;0;2021-09-30 13:11:34;---;0000-00-00 00:00:00;'356430070527139;VIVO;Ativo;Ativo
130;Algar;'12112917000167;'5516996853941;7.03;2020-05-21;'10.249.171.56;'89553202000006839599;17.49659;2.5;0;0;2021-09-30 09:11:59;---;2020-05-21;'355929100238501;VIVO;Ativo;Ativo
131;Algar;'12112917000167;'5516996618784;7.03;2020-01-19 23:00:00;'10.249.98.142;'89553202000006946949;-6.17053;26.17;0;0;2021-09-30 14:37:17;---;0000-00-00 00:00:00;'355929100441493;VIVO;Ativo;Ativo
132;Algar;'12112917000167;'5516996853983;7.03;2020-05-21;'10.249.206.211;'89553202000006839045;18.58809;1.41;0;0;2021-09-30 15:24:16;---;2020-05-21;'358899052495655;TIM;Ativo;Ativo
133;Algar;'12112917000167;'5516996613699;7.03;2020-01-19 23:00:00;'10.249.98.179;'89553202000006946931;-6.70955;26.71;0;0;2021-09-30 10:36:32;---;0000-00-00 00:00:00;'355929100427013;TIM;Ativo;Ativo
134;Algar;'12112917000167;'5516996613689;7.03;2020-01-19 23:00:00;'10.249.98.218;'89553202000006946923;13.75437;6.24;0;0;2021-09-30 15:15:14;---;0000-00-00 00:00:00;'355929100445361;VIVO;Ativo;Ativo
135;Algar;'12112917000167;'5516996853970;7.03;2020-05-21;'10.249.171.121;'89553202000006839292;17.32634;2.67;0;0;2021-09-30 13:55:21;---;2020-05-21;'358735073743634;VIVO;Ativo;Ativo
136;Algar;'12112917000167;'5516996613714;7.03;2020-01-19 23:00:00;'10.249.98.248;'89553202000006957417;19.17197;0.83;0;0;2021-09-30 15:12:07;---;0000-00-00 00:00:00;'358899052261149;CLARO;Ativo;Ativo
137;Algar;'12112917000167;'5516996613704;7.03;2020-01-19 23:00:00;'10.249.99.9;'89553202000006946915;-5.71008;25.71;0;0;2021-09-30 12:32:08;---;0000-00-00 00:00:00;'355929100495101;CLARO;Ativo;Ativo
138;Algar;'12112917000167;'5516996857365;7.03;2020-05-21;'10.249.171.119;'89553202000006839284;18.19347;1.81;0;0;2021-09-30 15:12:49;---;2020-05-21;'358735073750902;TIM;Ativo;Ativo
139;Algar;'12112917000167;'5516996613694;7.03;2020-01-19 23:00:00;'10.249.99.59;'89553202000006957409;19.99666;0;1373;856;2021-09-27 09:21:04;---;0000-00-00 00:00:00;'358222052718028;TIM;Ativo;Ativo
140;Algar;'12112917000167;'5516996857459;7.03;2020-05-21;'10.249.171.123;'89553202000006839276;19.68843;0.31;0;0;2021-09-30 10:35:57;---;2020-05-21;'356430071161011;OI;Ativo;Ativo
141;Algar;'12112917000167;'5516996613674;7.03;2020-01-19 23:00:00;;'89553202000006957391;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
142;Algar;'12112917000167;'5516996613527;7.03;2020-01-19 23:00:00;;'89553202000006946881;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
143;Algar;'12112917000167;'5516996857453;7.03;2020-05-21;'10.249.171.24;'89553202000006839268;12.69124;7.31;0;0;2021-09-30 15:12:45;---;2020-05-21;'355929100172536;TIM;Ativo;Ativo
144;Algar;'12112917000167;'5516996615232;7.03;2020-01-19 23:00:00;;'89553202000006946873;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
145;Algar;'12112917000167;'5516996613709;7.03;2020-01-19 23:00:00;'10.249.99.204;'89553202000006957383;17.49361;2.51;0;0;2021-09-30 16:02:17;---;0000-00-00 00:00:00;'358735071546963;TIM;Ativo;Ativo
146;Algar;'12112917000167;'5516996859080;7.03;2020-05-21;'10.249.171.74;'89553202000006839250;17.20413;2.79;0;0;2021-09-30 16:03:35;---;2020-05-21;'355929100220426;TIM;Ativo;Ativo
147;Algar;'12112917000167;'5516996613562;7.03;2020-01-19 23:00:00;;'89553202000006946865;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
148;Algar;'12112917000167;'5516996611565;7.03;2020-01-19 23:00:00;'10.249.100.35;'89553202000006943177;18.42125;1.58;0;0;2021-09-30 11:15:55;---;0000-00-00 00:00:00;'356429070967584;VIVO;Ativo;Ativo
149;Algar;'12112917000167;'5516996613669;7.03;2020-01-19 23:00:00;'10.249.100.40;'89553202000006957375;18.31198;1.69;11993;3412;2021-09-30 09:49:21;---;0000-00-00 00:00:00;'356429070965364;VIVO;Ativo;Ativo
150;Algar;'12112917000167;'5516996859094;7.03;2020-05-21;'10.249.171.54;'89553202000006839243;18.26716;1.73;0;0;2021-09-30 10:12:18;---;2020-05-21;'358735073734393;TIM;Ativo;Ativo
151;Algar;'12112917000167;'5516996959397;7.03;2020-01-29 23:00:00;'10.249.100.80;'89553202000006943169;18.91181;1.09;0;0;2021-09-30 16:02:49;---;0000-00-00 00:00:00;'356428070494169;OI;Ativo;Ativo
152;Algar;'12112917000167;'5516996855723;7.03;2020-05-21;'10.249.171.72;'89553202000006839235;19.06433;0.93;0;0;2021-09-30 14:00:17;---;2020-05-21;'356430070682439;VIVO;Ativo;Ativo
153;Algar;'12112917000167;'5516996951126;7.03;2020-01-29 23:00:00;'10.249.100.129;'89553202000006943243;18.86746;1.13;0;0;2021-09-30 15:59:42;---;0000-00-00 00:00:00;'356428070512861;TIM;Ativo;Ativo
154;Algar;'12112917000167;'5516996615349;7.03;2020-01-19 23:00:00;'10.249.100.133;'89553202000006957367;17.39978;2.6;0;0;2021-09-30 12:39:19;---;0000-00-00 00:00:00;'355929100382846;OI;Ativo;Ativo
155;Algar;'12112917000167;'5516996690142;7.03;2020-01-29 23:00:00;;'89553202000006943235;20;0;0;0;*****;---;0000-00-00 00:00:00;;;Ativo;Ativo
156;Algar;'12112917000167;'5516996859143;7.03;2020-05-21;'10.249.171.114;'89553202000006839227;18.75744;1.24;0;0;2021-09-30 08:09:24;---;2020-05-21;'351965110134904;OI;Ativo;Ativo
157;Algar;'12112917000167;'5516999535246;8.29;2019-08-28;'10.249.100.184;'89553202000003578083;10.53555;9.46;22821;13811;2021-09-22 04:12:24;---;0000-00-00 00:00:00;'355929100243428;OI;Ativo;Ativo
158;Algar;'12112917000167;'5516996954624;7.03;2020-01-29 23:00:00;'10.249.100.216;'89553202000006943318;-7.6322;27.63;0;0;2021-09-30 15:05:43;---;0000-00-00 00:00:00;'355929100148437;TIM;Ativo;Ativo
159;Algar;'12112917000167;'5516996615434;7.03;2020-01-19 23:00:00;'10.249.100.231;'89553202000006957359;19.0961;0.9;0;0;2021-09-30 14:43:47;---;0000-00-00 00:00:00;'358222055580714;VIVO;Ativo;Ativo
160;Algar;'12112917000167;'5516996857409;7.03;2020-05-21;'10.249.171.25;'89553202000006839219;18.32427;1.68;5449;3282;2021-09-29 07:17:05;---;2020-05-21;'358899056868766;CLARO;Ativo;Ativo
161;Algar;'12112917000167;'5516996697288;7.03;2020-01-29 23:00:00;'10.249.100.254;'89553202000006943300;18.35844;1.64;0;0;2021-09-30 15:12:49;---;0000-00-00 00:00:00;'358735073743501;OI;Ativo;Ativo
162;Algar;'12112917000167;'5516996857396;7.03;2020-05-21;'10.249.171.105;'89553202000006839201;19.53584;0.46;0;0;2021-09-30 14:48:58;---;2020-05-21;'358222056965252;TIM;Ativo;Ativo
163;Algar;'12112917000167;'5516996955014;7.03;2020-01-29 23:00:00;'10.249.101.53;'89553202000006943292;17.93059;2.07;0;0;2021-09-30 11:53:19;---;0000-00-00 00:00:00;'358735074732594;OI;Ativo;Ativo
164;Algar;'12112917000167;'5516996615374;7.03;2020-01-19 23:00:00;'10.249.101.61;'89553202000006957342;17.85605;2.14;0;0;2021-09-30 10:12:14;---;0000-00-00 00:00:00;'355929100469668;TIM;Ativo;Ativo
165;Algar;'12112917000167;'5516996618729;7.03;2020-01-19 23:00:00;'10.249.101.92;'89553202000006945982;20;0;5265;1992;2021-07-29 07:19:41;---;0000-00-00 00:00:00;'356430070177240;VIVO;Ativo;Ativo
166;Algar;'12112917000167;'5516996859114;7.03;2020-05-21;'10.249.206.214;'89553202000006839193;18.80129;1.2;0;0;2021-09-30 15:41:17;---;2020-05-21;'356429070177788;TIM;Ativo;Ativo
167;Algar;'12112917000167;'5516999536889;8.29;2019-08-28;'10.249.101.125;'89553202000003578661;18.40228;1.6;0;0;2021-09-30 10:02:28;---;0000-00-00 00:00:00;'356430070444426;CLARO;Ativo;Ativo
168;Algar;'12112917000167;'5516996857435;7.03;2020-05-21;'10.249.171.117;'89553202000006839185;18.51973;1.48;0;0;2021-09-30 13:57:13;---;2020-05-21;'356430074669515;TIM;Ativo;Ativo
169;Algar;'12112917000167;'5516996859226;7.03;2020-05-21;'10.249.171.90;'89553202000006955338;19.0416;0.96;0;0;2021-09-30 15:10:19;---;2020-05-21;'356429071209945;OI;Ativo;Ativo
170;Algar;'12112917000167;'5516996850691;7.03;2020-05-21;'10.249.171.137;'89553202000006955320;19.45975;0.54;0;0;2021-09-30 10:50:07;---;2020-05-21;'358222052716741;OI;Ativo;Ativo
171;Algar;'12112917000167;'5516999536896;8.29;2019-08-28;'10.249.101.207;'89553202000003578281;19.54011;0.46;0;0;2021-09-30 13:57:11;---;0000-00-00 00:00:00;'356430079276209;VIVO;Ativo;Ativo
172;Algar;'12112917000167;'5516996857380;7.03;2020-05-21;'10.249.171.103;'89553202000006839177;18.71453;1.28;0;0;2021-09-30 15:13:35;---;2020-05-21;'356430070451884;TIM;Ativo;Ativo
173;Algar;'12112917000167;'5516996859259;7.03;2020-05-21;'10.249.171.41;'89553202000006955312;19.16281;0.84;0;0;2021-09-30 13:57:15;---;2020-05-21;'356430074155275;OI;Ativo;Ativo
174;Algar;'12112917000167;'5516996615379;7.03;2020-01-19 23:00:00;'10.249.101.236;'89553202000006957326;19.28058;0.72;0;0;2021-09-30 15:12:07;---;0000-00-00 00:00:00;'358899056929329;VIVO;Ativo;Ativo
175;Algar;'12112917000167;'5516996859289;7.03;2020-05-21;'10.249.171.44;'89553202000006955304;18.91849;1.08;0;0;2021-09-30 15:56:01;---;2020-05-21;'356430074612580;TIM;Ativo;Ativo
176;Algar;'12112917000167;'5516996857442;7.03;2020-05-21;'10.249.171.109;'89553202000006839425;18.07488;1.93;0;0;2021-09-30 15:59:54;---;2020-05-21;'358222050976297;TIM;Ativo;Ativo
177;Algar;'12112917000167;'5516999536906;8.29;2019-08-28;'10.249.102.33;'89553202000003578018;18.04898;1.95;0;0;2021-09-30 15:14:31;---;0000-00-00 00:00:00;'355929100116632;VIVO;Ativo;Ativo
178;Algar;'12112917000167;'5516996852458;7.03;2020-05-21;'10.249.171.49;'89553202000006955296;18.27188;1.73;0;0;2021-09-30 16:02:14;---;2020-05-21;'351965110134920;TIM;Ativo;Ativo
179;Algar;'12112917000167;'5516996615389;7.03;2020-01-19 23:00:00;'10.249.102.85;'89553202000006957318;19.09629;0.9;0;0;2021-09-30 06:26:40;---;0000-00-00 00:00:00;'358222056190208;OI;Ativo;Ativo
180;Algar;'12112917000167;'5516996852488;7.03;2020-05-21;'10.249.171.83;'89553202000006955288;19.36462;0.64;0;0;2021-09-30 10:52:57;---;2020-05-21;'358222055580599;TIM;Ativo;Ativo
181;Algar;'12112917000167;'5516996852473;7.03;2020-05-21;'10.249.171.32;'89553202000006955528;20;0;15493;6772;2021-08-27 02:49:43;---;2020-05-21;'356429071516810;VIVO;Ativo;Ativo
182;Algar;'12112917000167;'5516990534718;7.03;2020-06-24;'10.249.203.118;'89553202000006839391;17.15098;2.85;0;0;2021-09-30 11:14:32;---;2020-06-24;'358222056850165;OI;Ativo;Ativo
183;Algar;'12112917000167;'5516996852498;7.03;2020-05-21;'10.249.171.142;'89553202000006955502;19.51137;0.49;0;0;2021-09-30 15:12:09;---;2020-05-21;'351608081834769;TIM;Ativo;Ativo
184;Algar;'12112917000167;'5516999536808;8.29;2019-08-28;'10.249.102.200;'89553202000003578489;18.65383;1.35;0;0;2021-09-30 10:59:57;---;0000-00-00 00:00:00;'355929100011379;OI;Ativo;Ativo
185;Algar;'12112917000167;'5516996854143;7.03;2020-05-21;'10.249.171.154;'89553202000006955494;18.65141;1.35;0;0;2021-09-30 14:57:05;---;2020-05-21;'351965110134888;TIM;Ativo;Ativo
186;Algar;'12112917000167;'5516990536260;7.03;2020-06-24;'10.249.203.109;'89553202000006839383;19.92742;0.07;850;536;2021-09-23 16:51:44;---;2020-06-24;'351965110135141;CLARO;Ativo;Ativo
187;Algar;'12112917000167;'5516996615384;7.03;2020-01-19 23:00:00;'10.249.102.243;'89553202000006957482;19.06189;0.94;0;0;2021-09-30 12:31:58;---;0000-00-00 00:00:00;'356430071884547;VIVO;Ativo;Ativo
188;Algar;'12112917000167;'5516996854133;7.03;2020-05-21;'10.249.171.156;'89553202000006955478;18.26685;1.73;0;0;2021-09-30 15:05:59;---;2020-05-21;'351965110134896;OI;Ativo;Ativo
189;Algar;'12112917000167;'5516999536798;8.29;2019-08-28;'10.249.103.18;'89553202000003578422;17.5596;2.44;0;0;2021-09-30 14:59:33;---;0000-00-00 00:00:00;'355929100106526;VIVO;Ativo;Ativo
190;Algar;'12112917000167;'5516990534660;7.03;2020-06-24;'10.249.203.131;'89553202000006839375;19.4541;0.54;2005;628;2021-09-29 15:57:39;---;2020-06-24;'351965110135091;OI;Ativo;Ativo
191;Algar;'12112917000167;'5516996854148;7.03;2020-05-21;'10.249.171.96;'89553202000006955460;18.60863;1.39;0;0;2021-09-30 15:57:38;---;2020-05-21;'351965110134912;CLARO;Ativo;Ativo
192;Algar;'12112917000167;'5516996615429;7.03;2020-01-19 23:00:00;'10.249.103.60;'89553202000006957474;19.14531;0.85;5483;1768;2021-09-30 14:06:07;---;0000-00-00 00:00:00;'356430071346109;OI;Ativo;Ativo
193;Algar;'12112917000167;'5516996850701;7.03;2020-05-21;'10.249.206.216;'89553202000006956492;19.5136;0.49;7313;2172;2021-09-30 10:38:50;---;2020-05-21;'356430072439317;OI;Ativo;Ativo
194;Algar;'12112917000167;'5516990533058;7.03;2020-06-24;'10.249.203.221;'89553202000006839367;19.53931;0.46;0;0;2021-09-30 15:14:23;---;2020-06-24;'358222056965492;OI;Ativo;Ativo
195;Algar;'12112917000167;'5516999536790;8.29;2019-08-28;'10.249.103.100;'89553202000003578398;-6.7584;26.76;0;0;2021-09-30 15:33:16;---;0000-00-00 00:00:00;'355929100206805;OI;Ativo;Ativo
196;Algar;'12112917000167;'5516996854177;7.03;2020-05-21;'10.249.171.80;'89553202000006956500;18.72754;1.27;0;0;2021-09-30 15:14:03;---;2020-05-21;'351965110135059;TIM;Ativo;Ativo
197;Algar;'12112917000167;'5516996615444;7.03;2020-01-19 23:00:00;'10.249.103.129;'89553202000006957466;19.43354;0.57;0;0;2021-09-30 15:56:33;---;0000-00-00 00:00:00;'356430070522940;OI;Ativo;Ativo
198;Algar;'12112917000167;'5516996855773;7.03;2020-05-21;'10.249.171.97;'89553202000006956476;18.93653;1.06;15533;4200;2021-09-30 06:26:43;---;2020-05-21;'351965110134961;CLARO;Ativo;Ativo
199;Algar;'12112917000167;'5516996615404;7.03;2020-01-19 23:00:00;'10.249.103.183;'89553202000006957458;18.69346;1.31;0;0;2021-09-30 08:27:35;---;0000-00-00 00:00:00;'356430071123615;OI;Ativo;Ativo
200;Algar;'12112917000167;'5516990522051;7.03;2020-06-24;'10.249.203.146;'89553202000006838476;18.41476;1.59;0;0;2021-09-30 15:26:00;---;2020-06-24;'358222057898569;TIM;Ativo;Ativo
201;Algar;'12112917000167;'5516996859264;7.03;2020-05-21;'10.249.171.135;'89553202000006956468;18.76603;1.23;0;0;2021-09-30 15:08:12;---;2020-05-21;'356430070448443;CLARO;Ativo;Ativo
202;Algar;'12112917000167;'5516996617109;7.03;2020-01-19 23:00:00;'10.249.103.247;'89553202000006957441;18.53133;1.47;0;0;2021-09-30 14:15:45;---;0000-00-00 00:00:00;'356430071887250;OI;Ativo;Ativo
203;Algar;'12112917000167;'5516990523315;7.03;2020-06-24;'10.249.203.148;'89553202000006838468;18.64383;1.36;0;0;2021-09-30 15:26:49;---;2020-06-24;'358899052521633;CLARO;Ativo;Ativo
204;Algar;'12112917000167;'5516999536838;8.29;2019-08-28;'10.249.104.1;'89553202000003578372;-7.11762;27.12;0;0;2021-09-30 15:12:47;---;0000-00-00 00:00:00;'355929100237131;VIVO;Ativo;Ativo
205;Algar;'12112917000167;'5516996857467;7.03;2020-05-21;'10.249.171.145;'89553202000006956443;19.40141;0.6;0;0;2021-09-30 15:51:59;---;2020-05-21;'358222052721915;TIM;Ativo;Ativo
206;Algar;'12112917000167;'5516990520508;7.03;2020-06-24;'10.249.203.147;'89553202000006838450;18.18957;1.81;0;0;2021-09-30 15:49:54;---;2020-06-24;'358899056955407;TIM;Ativo;Ativo
207;Algar;'12112917000167;'5516990520267;7.03;2020-06-24;'10.249.203.139;'89553202000006838443;19.26854;0.73;9960;3180;2021-09-30 09:53:33;---;2020-06-24;'356430070204390;CLARO;Ativo;Ativo
208;Algar;'12112917000167;'5516996854182;7.03;2020-05-21;'10.249.171.55;'89553202000006956401;19.25482;0.74;0;0;2021-09-30 13:57:11;---;2020-05-21;'351965110135026;VIVO;Ativo;Ativo
209;Algar;'12112917000167;'5516990522164;7.03;2020-06-24;'10.249.203.149;'89553202000006838435;18.60209;1.4;0;0;2021-09-30 15:15:05;---;2020-06-24;'358222056715616;OI;Ativo;Ativo
210;Algar;'12112917000167;'5516996613384;7.03;2020-01-19 23:00:00;'10.249.104.190;'89553202000006956377;18.81069;1.19;0;0;2021-09-30 15:41:27;---;0000-00-00 00:00:00;'356430073298225;VIVO;Ativo;Ativo
211;Algar;'12112917000167;'5516996855789;7.03;2020-05-21;'10.249.171.33;'89553202000006956393;20;0;4454;3628;2021-09-03 15:09:28;---;2020-05-21;'351965110134870;VIVO;Ativo;Ativo
212;Algar;'12112917000167;'5516990524486;7.03;2020-06-24;'10.249.203.187;'89553202000006838427;19.78163;0.22;21366;6032;2021-09-23 03:37:33;---;2020-06-24;'358222052724851;TIM;Ativo;Ativo
213;Algar;'12112917000167;'5516996857480;7.03;2020-05-21;'10.249.171.104;'89553202000006956385;18.87474;1.12;0;0;2021-09-30 13:57:14;---;2020-05-21;'356428070739019;OI;Ativo;Ativo
214;Algar;'12112917000167;'5516999536865;8.29;2019-08-28;'10.249.104.245;'89553202000003579073;18.06708;1.93;693;224;2021-09-30 16:01:05;---;0000-00-00 00:00:00;'358222051003703;VIVO;Ativo;Ativo
215;Algar;'12112917000167;'5516996855767;7.03;2020-05-21;'10.249.171.99;'89553202000006955130;10.02908;9.97;0;0;2021-09-30 12:05:00;---;2020-05-21;'351608081017274;CLARO;Ativo;Ativo
216;Algar;'12112917000167;'5516996618687;7.03;2020-01-19 23:00:00;'10.249.105.32;'89553202000006956369;19.1569;0.84;0;0;2021-09-30 13:57:16;---;0000-00-00 00:00:00;'356430070444533;VIVO;Ativo;Ativo
217;Algar;'12112917000167;'5516996854167;7.03;2020-05-21;'10.249.171.30;'89553202000006955122;20;0;1216;1004;2021-05-20 12:35:25;---;2020-05-21;'356430074666743;OI;Ativo;Ativo
218;Algar;'12112917000167;'5516996855832;7.03;2020-05-21;'10.249.171.163;'89553202000006955114;18.96464;1.03;11117;2984;2021-09-30 07:08:23;---;2020-05-21;'356428070519692;CLARO;Ativo;Ativo
219;Algar;'12112917000167;'5516990533113;7.03;2020-06-24;'10.249.203.214;'89553202000006838401;20;0;17240;8696;2021-08-05 08:23:42;---;2020-06-24;'358899058895767;TIM;Ativo;Ativo
220;Algar;'12112917000167;'5516996850676;7.03;2020-05-21;'10.249.171.134;'89553202000006955106;18.05381;1.94;0;0;2021-09-30 16:02:46;---;2020-05-21;'358735073828765;VIVO;Ativo;Ativo
221;Algar;'12112917000167;'5516996618722;7.03;2020-01-19 23:00:00;'10.249.105.114;'89553202000006956351;18.97188;1.03;0;0;2021-09-30 12:36:07;---;0000-00-00 00:00:00;'356430071901523;VIVO;Ativo;Ativo
222;Algar;'12112917000167;'5516996850686;7.03;2020-05-21;;'89553202000006955098;20;0;0;0;*****;---;2020-05-21;;;Ativo;Ativo
223;Algar;'12112917000167;'5516999538510;8.29;2019-08-28;'10.249.105.122;'89553202000003579040;16.15096;3.85;0;0;2021-09-30 13:20:59;---;0000-00-00 00:00:00;'355929100022681;TIM;Ativo;Ativo
224;Algar;'12112917000167;'5516990533141;7.03;2020-06-24;'10.249.203.192;'89553202000006838393;19.60364;0.4;0;0;2021-09-30 08:03:46;---;2020-06-24;'356429070965331;VIVO;Ativo;Ativo
225;Algar;'12112917000167;'5516996859269;7.03;2020-05-21;;'89553202000006955072;20;0;0;0;*****;---;2020-05-21;;;Ativo;Ativo
226;Algar;'12112917000167;'5516990539616;7.03;2020-06-24;'10.249.203.206;'89553202000006838385;18.7592;1.24;0;0;2021-09-30 14:19:01;---;2020-06-24;'356429070181178;TIM;Ativo;Ativo
227;Algar;'12112917000167;'5516996617041;7.03;2020-01-19 23:00:00;'10.249.105.176;'89553202000006956344;19.34125;0.66;0;0;2021-09-30 12:47:33;---;0000-00-00 00:00:00;'358222051494498;OI;Ativo;Ativo
228;Algar;'12112917000167;'5516996859284;7.03;2020-05-21;;'89553202000006955064;20;0;0;0;*****;---;2020-05-21;;;Ativo;Ativo
229;Algar;'12112917000167;'5516996850754;7.03;2020-05-21;;'89553202000006955411;20;0;0;0;*****;---;2020-05-21;;;Ativo;Ativo
230;Algar;'12112917000167;'5516990533100;7.03;2020-06-24;'10.249.203.108;'89553202000006838377;19.55492;0.44;0;0;2021-09-30 09:37:18;---;2020-06-24;'356428070738995;TIM;Ativo;Ativo
231;Algar;'12112917000167;'5516996850731;7.03;2020-05-21;;'89553202000006955429;20;0;0;0;*****;---;2020-05-21;;;Ativo;Ativo
232;Algar;'12112917000167;'5516996617035;7.03;2020-01-19 23:00:00;'10.249.105.239;'89553202000006956328;17.27026;2.73;0;0;2021-09-30 14:59:50;---;0000-00-00 00:00:00;'359857080853062;CLARO;Ativo;Ativo
233;Algar;'12112917000167;'5516996850769;7.03;2020-05-21;'10.249.171.122;'89553202000006955437;19.08224;0.92;2480;2114;2021-09-28 17:36:04;---;2020-05-21;'358735071558869;CLARO;Ativo;Ativo
234;Algar;'12112917000167;'5516999538527;8.29;2019-08-28;'10.249.106.15;'89553202000003578984;19.90986;0.09;0;0;2021-09-30 13:05:34;---;0000-00-00 00:00:00;'356430070701916;CLARO;Ativo;Ativo
235;Algar;'12112917000167;'5516990533125;7.03;2020-06-24;'10.249.203.203;'89553202000006838369;19.55454;0.45;14619;5428;2021-09-30 08:47:57;---;2020-06-24;'358222056165077;OI;Ativo;Ativo
236;Algar;'12112917000167;'5516996618693;7.03;2020-01-19 23:00:00;'10.249.106.55;'89553202000006956310;18.95697;1.04;10800;3692;2021-09-29 14:07:15;---;0000-00-00 00:00:00;'358222055580979;OI;Ativo;Ativo
237;Algar;'12112917000167;'5516996852433;7.03;2020-05-21;'10.249.171.116;'89553202000006955452;19.75183;0.25;0;0;2021-09-29 18:25:28;---;2020-05-21;'351965110135083;TIM;Ativo;Ativo
238;Algar;'12112917000167;'5516999538549;8.29;2019-08-28;'10.249.106.85;'89553202000003578943;17.7852;2.21;0;0;2021-09-30 15:56:42;---;0000-00-00 00:00:00;'358735074781518;CLARO;Ativo;Ativo
239;Algar;'12112917000167;'5516990533161;7.03;2020-06-24;'10.249.203.189;'89553202000006838617;18.71396;1.29;520;216;2021-09-30 15:59:18;---;2020-06-24;'358222051001517;OI;Ativo;Ativo
240;Algar;'12112917000167;'5516996852396;7.03;2020-05-21;'10.249.171.153;'89553202000006955403;18.97478;1.02;0;0;2021-09-30 14:09:10;---;2020-05-21;'351965110134854;TIM;Ativo;Ativo
241;Algar;'12112917000167;'5516996852404;7.03;2020-05-21;'10.249.171.42;'89553202000006955395;16.90781;3.09;0;0;2021-09-30 09:36:53;---;2020-05-21;'862140048253794;TIM;Ativo;Ativo
242;Algar;'12112917000167;'5516990534751;7.03;2020-06-24;'10.249.203.182;'89553202000006838609;19.07461;0.92;0;0;2021-09-30 13:57:12;---;2020-06-24;'351965110135042;TIM;Ativo;Ativo
243;Algar;'12112917000167;'5516996613664;7.03;2020-01-19 23:00:00;'10.249.106.143;'89553202000006958381;18.93345;1.07;0;0;2021-09-30 15:50:22;---;0000-00-00 00:00:00;'356430074670588;OI;Ativo;Ativo
244;Algar;'12112917000167;'5516999538560;8.29;2019-08-28;'10.249.106.142;'89553202000003578919;16.46453;3.53;0;0;2021-09-30 09:40:08;---;0000-00-00 00:00:00;'355929100007385;OI;Ativo;Ativo
245;Algar;'12112917000167;'5516996850741;7.03;2020-05-21;'10.249.171.120;'89553202000006955387;17.2041;2.8;0;0;2021-09-30 15:11:12;---;2020-05-21;'862140048220470;TIM;Ativo;Ativo
246;Algar;'12112917000167;'5516996852411;7.03;2020-05-21;'10.249.171.126;'89553202000006955379;14.35401;5.65;0;0;2021-09-30 15:26:04;---;2020-05-21;'862140048199997;CLARO;Ativo;Ativo
247;Algar;'12112917000167;'5516990534731;7.03;2020-06-24;'10.249.203.185;'89553202000006838591;19.47515;0.52;0;0;2021-09-30 14:00:30;---;2020-06-24;'356430071883200;OI;Ativo;Ativo
248;Algar;'12112917000167;'5516996852426;7.03;2020-05-21;'10.249.171.124;'89553202000006955361;17.1961;2.8;0;0;2021-09-30 13:57:17;---;2020-05-21;'356429071211024;TIM;Ativo;Ativo
249;Algar;'12112917000167;'5516996613641;7.03;2020-01-19 23:00:00;'10.249.106.232;'89553202000006958373;19.03081;0.97;0;0;2021-09-30 07:37:28;---;0000-00-00 00:00:00;'358899051973447;TIM;Ativo;Ativo
250;Algar;'12112917000167;'5516990533196;7.03;2020-06-24;'10.249.203.211;'89553202000006838583;18.52093;1.48;0;0;2021-09-30 14:21:24;---;2020-06-24;'356430070444491;TIM;Ativo;Ativo
